"행정구역","2022년_거주자_총인구수","2022년_거주자_연령구간인구수","2022년_거주자_0~9세","2022년_거주자_10~19세","2022년_거주자_20~29세","2022년_거주자_30~39세","2022년_거주자_40~49세","2022년_거주자_50~59세","2022년_거주자_60~69세","2022년_거주자_70~79세","2022년_거주자_80~89세","2022년_거주자_90~99세","2022년_거주자_100세 이상","2022년_남_거주자_총인구수","2022년_남_거주자_연령구간인구수","2022년_남_거주자_0~9세","2022년_남_거주자_10~19세","2022년_남_거주자_20~29세","2022년_남_거주자_30~39세","2022년_남_거주자_40~49세","2022년_남_거주자_50~59세","2022년_남_거주자_60~69세","2022년_남_거주자_70~79세","2022년_남_거주자_80~89세","2022년_남_거주자_90~99세","2022년_남_거주자_100세 이상","2022년_여_거주자_총인구수","2022년_여_거주자_연령구간인구수","2022년_여_거주자_0~9세","2022년_여_거주자_10~19세","2022년_여_거주자_20~29세","2022년_여_거주자_30~39세","2022년_여_거주자_40~49세","2022년_여_거주자_50~59세","2022년_여_거주자_60~69세","2022년_여_거주자_70~79세","2022년_여_거주자_80~89세","2022년_여_거주자_90~99세","2022년_여_거주자_100세 이상"
"전라남도 곡성군 (4672000000)","26,996","26,996","843","1,717","2,104","1,544","2,685","4,614","5,482","3,953","3,436","602","16","13,345","13,345","424","939","1,150","833","1,481","2,600","2,925","1,795","1,079","117","2","13,651","13,651","419","778","954","711","1,204","2,014","2,557","2,158","2,357","485","14"
"전라남도 구례군 (4673000000)","24,606","24,606","935","1,693","1,711","1,349","2,558","4,396","5,055","3,633","2,836","430","10","12,031","12,031","460","876","993","679","1,372","2,446","2,597","1,624","889","93","2","12,575","12,575","475","817","718","670","1,186","1,950","2,458","2,009","1,947","337","8"
"전라남도 고흥군 (4677000000)","61,710","61,710","2,198","3,525","3,646","3,210","5,687","9,644","13,227","10,834","8,289","1,405","45","30,070","30,070","1,102","1,868","2,143","1,719","3,254","5,484","6,718","4,820","2,669","287","6","31,640","31,640","1,096","1,657","1,503","1,491","2,433","4,160","6,509","6,014","5,620","1,118","39"
"전라남도 보성군 (4678000000)","38,393","38,393","1,338","2,402","2,494","2,096","3,695","6,312","7,851","6,206","5,086","883","30","18,777","18,777","694","1,239","1,427","1,141","2,091","3,549","4,073","2,765","1,606","187","5","19,616","19,616","644","1,163","1,067","955","1,604","2,763","3,778","3,441","3,480","696","25"
"전라남도 화순군 (4679000000)","61,835","61,835","2,948","5,344","6,462","4,516","7,469","11,353","10,623","7,011","5,355","736","18","30,530","30,530","1,509","2,802","3,453","2,339","3,788","6,123","5,641","3,068","1,645","162","0","31,305","31,305","1,439","2,542","3,009","2,177","3,681","5,230","4,982","3,943","3,710","574","18"
"전라남도 장흥군 (4680000000)","35,550","35,550","1,624","2,508","2,641","2,334","3,672","5,998","6,828","5,106","4,138","687","14","17,341","17,341","811","1,320","1,514","1,224","2,048","3,281","3,435","2,294","1,275","136","3","18,209","18,209","813","1,188","1,127","1,110","1,624","2,717","3,393","2,812","2,863","551","11"
"전라남도 강진군 (4681000000)","33,078","33,078","1,429","2,332","2,524","2,146","3,339","5,365","6,577","4,896","3,839","620","11","16,077","16,077","703","1,222","1,419","1,115","1,825","2,936","3,350","2,190","1,207","108","2","17,001","17,001","726","1,110","1,105","1,031","1,514","2,429","3,227","2,706","2,632","512","9"
"전라남도 해남군 (4682000000)","65,686","65,686","3,194","4,905","5,034","4,229","7,344","11,043","12,801","9,560","6,594","950","32","32,689","32,689","1,639","2,501","2,901","2,267","4,051","6,222","6,534","4,290","2,118","165","1","32,997","32,997","1,555","2,404","2,133","1,962","3,293","4,821","6,267","5,270","4,476","785","31"
"전라남도 영암군 (4683000000)","52,278","52,278","2,860","4,177","4,704","4,110","7,049","9,462","8,934","6,023","4,341","605","13","27,285","27,285","1,460","2,193","2,804","2,230","4,175","5,503","4,754","2,666","1,376","121","3","24,993","24,993","1,400","1,984","1,900","1,880","2,874","3,959","4,180","3,357","2,965","484","10"
"전라남도 무안군 (4684000000)","90,442","90,442","7,560","9,977","9,216","10,576","14,500","13,467","11,926","7,755","4,779","661","25","45,506","45,506","3,922","5,034","4,996","5,324","7,593","7,370","6,077","3,584","1,491","115","0","44,936","44,936","3,638","4,943","4,220","5,252","6,907","6,097","5,849","4,171","3,288","546","25"
"전라남도 함평군 (4686000000)","30,701","30,701","1,066","1,950","2,176","1,757","3,118","5,220","6,318","4,678","3,831","571","16","15,490","15,490","548","1,047","1,271","965","1,837","3,097","3,377","2,033","1,197","118","0","15,211","15,211","518","903","905","792","1,281","2,123","2,941","2,645","2,634","453","16"
"전라남도 영광군 (4687000000)","52,072","52,072","3,531","3,954","4,620","4,545","6,183","8,419","8,897","6,683","4,654","560","26","26,005","26,005","1,767","2,034","2,610","2,323","3,455","4,696","4,578","2,928","1,492","121","1","26,067","26,067","1,764","1,920","2,010","2,222","2,728","3,723","4,319","3,755","3,162","439","25"
"전라남도 장성군 (4688000000)","43,056","43,056","2,172","3,089","3,814","3,214","5,058","7,455","7,951","5,589","4,144","555","15","22,100","22,100","1,096","1,589","2,293","1,737","2,815","4,254","4,277","2,550","1,361","126","2","20,956","20,956","1,076","1,500","1,521","1,477","2,243","3,201","3,674","3,039","2,783","429","13"
"전라남도 완도군 (4689000000)","47,468","47,468","2,654","3,435","3,300","3,289","5,687","7,663","8,904","6,993","4,852","674","17","23,936","23,936","1,381","1,804","1,952","1,768","3,321","4,355","4,493","3,134","1,588","139","1","23,532","23,532","1,273","1,631","1,348","1,521","2,366","3,308","4,411","3,859","3,264","535","16"
"전라남도 진도군 (4690000000)","29,449","29,449","1,422","2,042","2,264","1,986","3,303","4,833","5,586","4,333","3,249","420","11","14,659","14,659","684","1,039","1,352","1,050","1,926","2,767","2,871","1,934","965","70","1","14,790","14,790","738","1,003","912","936","1,377","2,066","2,715","2,399","2,284","350","10"
"전라남도 신안군 (4691000000)","37,752","37,752","1,324","1,917","2,390","2,300","3,975","6,735","8,141","6,046","4,358","549","17","20,274","20,274","695","985","1,464","1,406","2,657","4,180","4,548","2,864","1,375","96","4","17,478","17,478","629","932","926","894","1,318","2,555","3,593","3,182","2,983","453","13"
"경상북도  (4700000000)","2,592,862","2,592,862","165,059","220,437","260,790","267,304","368,081","447,232","444,742","248,504","148,804","21,396","513","1,307,332","1,307,332","84,885","115,559","148,389","143,778","191,067","232,040","223,383","113,739","49,964","4,475","53","1,285,530","1,285,530","80,174","104,878","112,401","123,526","177,014","215,192","221,359","134,765","98,840","16,921","460"
"경상북도 포항시 (4711000000)","495,021","495,021","34,526","45,958","52,450","54,771","75,104","86,897","84,584","40,667","17,634","2,370","60","250,712","250,712","17,843","24,114","30,312","29,581","37,943","43,643","41,341","19,400","6,085","441","9","244,309","244,309","16,683","21,844","22,138","25,190","37,161","43,254","43,243","21,267","11,549","1,929","51"
"경상북도 포항시 남구 (4711100000)","226,723","226,723","15,020","20,967","24,647","24,605","34,796","39,923","38,853","19,131","7,808","948","25","117,342","117,342","7,754","11,001","14,826","13,599","18,097","20,790","19,173","9,199","2,738","160","5","109,381","109,381","7,266","9,966","9,821","11,006","16,699","19,133","19,680","9,932","5,070","788","20"
"경상북도 포항시 북구 (4711300000)","268,298","268,298","19,506","24,991","27,803","30,166","40,308","46,974","45,731","21,536","9,826","1,422","35","133,370","133,370","10,089","13,113","15,486","15,982","19,846","22,853","22,168","10,201","3,347","281","4","134,928","134,928","9,417","11,878","12,317","14,184","20,462","24,121","23,563","11,335","6,479","1,141","31"
"경상북도 경주시 (4713000000)","248,764","248,764","14,367","19,940","23,875","23,642","34,490","45,978","44,741","25,245","14,447","1,997","42","124,429","124,429","7,389","10,356","13,479","12,630","17,913","23,757","22,367","11,383","4,713","437","5","124,335","124,335","6,978","9,584","10,396","11,012","16,577","22,221","22,374","13,862","9,734","1,560","37"
"경상북도 김천시 (4715000000)","138,977","138,977","9,355","12,277","13,273","14,054","18,918","23,170","23,956","13,859","8,773","1,309","33","69,700","69,700","4,839","6,629","7,517","7,354","9,856","12,118","11,925","6,279","2,882","297","4","69,277","69,277","4,516","5,648","5,756","6,700","9,062","11,052","12,031","7,580","5,891","1,012","29"
"경상북도 안동시 (4717000000)","154,304","154,304","9,183","13,208","15,437","14,258","20,977","25,303","27,031","16,683","10,607","1,584","33","76,261","76,261","4,741","6,936","8,383","7,548","10,721","13,112","13,212","7,550","3,721","332","5","78,043","78,043","4,442","6,272","7,054","6,710","10,256","12,191","13,819","9,133","6,886","1,252","28"
"경상북도 구미시 (4719000000)","406,825","406,825","35,380","44,230","51,610","60,039","71,831","69,975","46,145","17,335","8,956","1,288","36","208,999","208,999","18,218","23,007","29,227","32,087","36,299","35,417","23,735","7,901","2,859","249","0","197,826","197,826","17,162","21,223","22,383","27,952","35,532","34,558","22,410","9,434","6,097","1,039","36"
"경상북도 영주시 (4721000000)","100,539","100,539","5,299","8,530","9,019","7,807","12,959","17,007","19,280","12,002","7,477","1,122","37","49,801","49,801","2,740","4,445","5,181","4,243","6,635","8,827","9,369","5,453","2,655","246","7","50,738","50,738","2,559","4,085","3,838","3,564","6,324","8,180","9,911","6,549","4,822","876","30"
"경상북도 영천시 (4723000000)","100,867","100,867","5,304","6,469","8,772","8,947","11,886","17,795","20,108","12,809","7,754","1,006","17","51,275","51,275","2,710","3,425","5,180","4,862","6,536","9,558","10,283","5,913","2,580","227","1","49,592","49,592","2,594","3,044","3,592","4,085","5,350","8,237","9,825","6,896","5,174","779","16"
"경상북도 상주시 (4725000000)","94,656","94,656","4,619","7,241","7,305","6,773","10,616","15,729","19,460","12,397","9,042","1,430","44","46,561","46,561","2,406","3,830","4,247","3,664","5,630","8,324","9,732","5,544","2,905","275","4","48,095","48,095","2,213","3,411","3,058","3,109","4,986","7,405","9,728","6,853","6,137","1,155","40"
"경상북도 문경시 (4728000000)","70,141","70,141","3,564","5,319","5,916","5,175","8,308","11,533","14,194","9,196","6,049","854","33","34,464","34,464","1,814","2,889","3,301","2,750","4,387","6,025","7,056","4,064","1,991","181","6","35,677","35,677","1,750","2,430","2,615","2,425","3,921","5,508","7,138","5,132","4,058","673","27"
"경상북도 경산시 (4729000000)","266,833","266,833","18,266","22,913","35,800","31,781","40,590","45,789","38,843","20,846","10,646","1,338","21","134,179","134,179","9,289","11,825","19,655","17,152","20,792","22,868","19,161","9,379","3,731","325","2","132,654","132,654","8,977","11,088","16,145","14,629","19,798","22,921","19,682","11,467","6,915","1,013","19"
"경상북도 군위군 (4772000000)","23,283","23,283","590","892","1,343","1,258","1,905","4,097","5,931","4,029","2,851","376","11","11,937","11,937","325","479","786","737","1,115","2,303","3,208","1,914","990","80","0","11,346","11,346","265","413","557","521","790","1,794","2,723","2,115","1,861","296","11"
"경상북도 의성군 (4773000000)","50,034","50,034","1,735","2,111","2,620","2,903","4,255","7,842","12,415","8,623","6,584","929","17","24,643","24,643","918","1,111","1,514","1,613","2,455","4,373","6,344","3,866","2,240","208","1","25,391","25,391","817","1,000","1,106","1,290","1,800","3,469","6,071","4,757","4,344","721","16"
"경상북도 청송군 (4775000000)","24,262","24,262","851","1,099","1,447","1,526","2,155","4,258","5,858","3,959","2,714","388","7","12,151","12,151","448","584","867","915","1,214","2,301","2,984","1,807","943","87","1","12,111","12,111","403","515","580","611","941","1,957","2,874","2,152","1,771","301","6"
"경상북도 영양군 (4776000000)","15,989","15,989","609","872","961","948","1,513","2,721","3,680","2,491","1,899","282","13","7,980","7,980","311","449","547","524","878","1,575","1,885","1,107","641","62","1","8,009","8,009","298","423","414","424","635","1,146","1,795","1,384","1,258","220","12"
"경상북도 영덕군 (4777000000)","34,536","34,536","1,379","1,936","2,066","2,054","3,421","5,811","7,515","5,596","4,170","575","13","16,425","16,425","683","993","1,208","1,080","1,854","3,150","3,681","2,349","1,313","114","0","18,111","18,111","696","943","858","974","1,567","2,661","3,834","3,247","2,857","461","13"
"경상북도 청도군 (4782000000)","41,492","41,492","1,297","2,169","2,430","2,375","4,102","6,920","10,085","6,822","4,555","728","9","20,470","20,470","671","1,104","1,415","1,298","2,282","3,660","5,199","3,205","1,510","126","0","21,022","21,022","626","1,065","1,015","1,077","1,820","3,260","4,886","3,617","3,045","602","9"
"경상북도 고령군 (4783000000)","30,282","30,282","1,166","1,845","2,191","1,924","3,436","5,553","6,727","4,248","2,804","379","9","15,531","15,531","595","996","1,260","1,055","1,891","3,146","3,604","1,994","902","87","1","14,751","14,751","571","849","931","869","1,545","2,407","3,123","2,254","1,902","292","8"
"경상북도 성주군 (4784000000)","42,431","42,431","1,674","2,133","2,841","3,021","4,335","7,725","10,252","6,152","3,698","586","14","22,082","22,082","854","1,159","1,724","1,684","2,541","4,302","5,509","2,917","1,267","121","4","20,349","20,349","820","974","1,117","1,337","1,794","3,423","4,743","3,235","2,431","465","10"
"경상북도 칠곡군 (4785000000)","112,140","112,140","7,777","11,185","10,911","12,695","20,206","20,296","15,677","7,792","4,869","714","18","58,613","58,613","3,976","5,878","6,403","6,881","10,859","11,008","8,285","3,579","1,580","164","0","53,527","53,527","3,801","5,307","4,508","5,814","9,347","9,288","7,392","4,213","3,289","550","18"
"경상북도 예천군 (4790000000)","55,659","55,659","4,183","4,587","3,985","5,114","7,246","7,755","10,016","6,631","5,335","787","20","27,347","27,347","2,075","2,416","2,224","2,633","3,773","4,140","5,082","3,041","1,804","158","1","28,312","28,312","2,108","2,171","1,761","2,481","3,473","3,615","4,934","3,590","3,531","629","19"
"경상북도 봉화군 (4792000000)","29,977","29,977","1,076","1,717","1,704","1,592","2,828","5,127","7,357","4,595","3,429","536","16","15,212","15,212","570","887","1,048","881","1,615","2,822","3,910","2,152","1,195","132","0","14,765","14,765","506","830","656","711","1,213","2,305","3,447","2,443","2,234","404","16"
"경상북도 울진군 (4793000000)","46,942","46,942","2,526","3,368","4,017","3,855","5,789","8,181","8,996","5,463","4,001","736","10","23,637","23,637","1,295","1,827","2,394","2,135","3,124","4,552","4,506","2,442","1,254","107","1","23,305","23,305","1,231","1,541","1,623","1,720","2,665","3,629","4,490","3,021","2,747","629","9"
"경상북도 울릉군 (4794000000)","8,908","8,908","333","438","817","792","1,211","1,770","1,891","1,064","510","82","0","4,923","4,923","175","220","517","471","754","1,059","1,005","500","203","19","0","3,985","3,985","158","218","300","321","457","711","886","564","307","63","0"
"경상남도  (4800000000)","3,269,910","3,269,910","229,871","318,715","340,528","360,873","517,040","573,086","512,268","259,147","138,056","19,950","376","1,645,551","1,645,551","118,170","165,784","190,896","189,828","265,118","293,253","255,402","118,462","44,863","3,730","45","1,624,359","1,624,359","111,701","152,931","149,632","171,045","251,922","279,833","256,866","140,685","93,193","16,220","331"
"경상남도 창원시 (4812000000)","1,017,376","1,017,376","72,723","97,771","117,568","124,644","163,726","180,418","156,723","70,039","29,755","3,946","63","514,909","514,909","37,459","50,918","66,012","66,411","83,631","89,409","77,305","32,709","10,309","735","11","502,467","502,467","35,264","46,853","51,556","58,233","80,095","91,009","79,418","37,330","19,446","3,211","52"
"경상남도 창원시 의창구 (4812100000)","215,026","215,026","15,810","19,363","26,008","26,953","33,366","40,180","33,703","13,276","5,583","771","13","109,325","109,325","8,072","10,077","14,646","14,288","17,187","19,595","17,058","6,414","1,842","145","1","105,701","105,701","7,738","9,286","11,362","12,665","16,179","20,585","16,645","6,862","3,741","626","12"
"경상남도 창원시 성산구 (4812300000)","247,777","247,777","17,173","25,056","34,222","34,298","39,049","49,535","34,124","9,818","3,859","632","11","126,319","126,319","8,814","13,148","19,218","18,550","18,886","23,730","17,772","4,877","1,219","102","3","121,458","121,458","8,359","11,908","15,004","15,748","20,163","25,805","16,352","4,941","2,640","530","8"
"경상남도 창원시 마산합포구 (4812500000)","178,476","178,476","12,247","14,378","17,907","20,091","26,719","28,396","31,814","17,820","8,000","1,085","19","88,724","88,724","6,357","7,438","9,897","10,534","14,120","14,253","15,033","8,069","2,806","212","5","89,752","89,752","5,890","6,940","8,010","9,557","12,599","14,143","16,781","9,751","5,194","873","14"
"경상남도 창원시 마산회원구 (4812700000)","182,765","182,765","10,973","17,373","19,534","19,123","28,577","32,418","31,561","16,260","6,246","688","12","91,208","91,208","5,639","9,065","10,768","10,185","14,572","16,164","14,979","7,442","2,278","115","1","91,557","91,557","5,334","8,308","8,766","8,938","14,005","16,254","16,582","8,818","3,968","573","11"
"경상남도 창원시 진해구 (4812900000)","193,332","193,332","16,520","21,601","19,897","24,179","36,015","29,889","25,521","12,865","6,067","770","8","99,333","99,333","8,577","11,190","11,483","12,854","18,866","15,667","12,463","5,907","2,164","161","1","93,999","93,999","7,943","10,411","8,414","11,325","17,149","14,222","13,058","6,958","3,903","609","7"
"경상남도 진주시 (4817000000)","343,094","343,094","25,038","34,383","42,420","39,563","52,082","56,768","50,335","26,673","13,826","1,956","50","169,481","169,481","12,922","17,987","23,330","20,556","25,792","28,121","24,089","11,802","4,499","376","7","173,613","173,613","12,116","16,396","19,090","19,007","26,290","28,647","26,246","14,871","9,327","1,580","43"
"경상남도 통영시 (4822000000)","122,324","122,324","7,445","12,645","9,819","10,980","20,126","21,487","21,939","11,756","5,441","672","14","61,363","61,363","3,738","6,523","5,531","5,612","10,685","11,273","10,627","5,484","1,772","118","0","60,961","60,961","3,707","6,122","4,288","5,368","9,441","10,214","11,312","6,272","3,669","554","14"
"경상남도 사천시 (4824000000)","109,036","109,036","6,989","10,145","9,838","10,632","16,996","18,287","17,924","10,908","6,314","988","15","55,055","55,055","3,617","5,229","5,978","5,818","8,890","9,821","8,738","4,771","2,030","162","1","53,981","53,981","3,372","4,916","3,860","4,814","8,106","8,466","9,186","6,137","4,284","826","14"
"경상남도 사천남양출장소 (4824500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 김해시 (4825000000)","533,686","533,686","42,368","60,069","63,191","63,823","94,030","99,722","67,049","28,566","13,169","1,669","30","269,769","269,769","21,774","30,920","34,685","33,241","46,747","50,613","34,336","12,882","4,260","307","4","263,917","263,917","20,594","29,149","28,506","30,582","47,283","49,109","32,713","15,684","8,909","1,362","26"
"경상남도 장유출장소 (4825200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 밀양시 (4827000000)","102,482","102,482","4,847","7,347","8,120","8,006","12,292","17,710","22,340","13,211","7,559","1,034","16","50,422","50,422","2,443","3,846","4,726","4,292","6,468","9,070","10,997","5,986","2,414","178","2","52,060","52,060","2,404","3,501","3,394","3,714","5,824","8,640","11,343","7,225","5,145","856","14"
"경상남도 거제시 (4831000000)","235,720","235,720","21,376","28,202","21,071","29,018","46,370","40,817","30,138","12,244","5,571","892","21","123,035","123,035","11,063","14,672","12,041","14,980","24,736","22,248","15,374","5,982","1,783","153","3","112,685","112,685","10,313","13,530","9,030","14,038","21,634","18,569","14,764","6,262","3,788","739","18"
"경상남도 양산시 (4833000000)","352,925","352,925","30,416","35,369","36,667","45,143","61,666","59,828","48,901","23,154","10,474","1,281","26","176,682","176,682","15,574","18,085","19,800","23,235","31,353","30,031","24,013","10,573","3,745","270","3","176,243","176,243","14,842","17,284","16,867","21,908","30,313","29,797","24,888","12,581","6,729","1,011","23"
"경상남도 양산시웅상출장소 (4833200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 의령군 (4872000000)","26,009","26,009","925","1,414","1,599","1,581","2,590","4,353","5,986","3,842","3,167","535","17","12,858","12,858","492","748","949","835","1,468","2,435","3,204","1,715","903","106","3","13,151","13,151","433","666","650","746","1,122","1,918","2,782","2,127","2,264","429","14"
"경상남도 함안군 (4873000000)","61,277","61,277","3,173","5,693","4,649","4,636","8,477","10,825","12,021","6,726","4,374","697","6","31,270","31,270","1,615","3,015","2,762","2,428","4,519","5,960","6,401","3,112","1,328","128","2","30,007","30,007","1,558","2,678","1,887","2,208","3,958","4,865","5,620","3,614","3,046","569","4"
"경상남도 창녕군 (4874000000)","58,244","58,244","2,555","3,836","3,891","4,263","6,469","10,061","13,046","8,040","5,292","776","15","29,112","29,112","1,315","2,031","2,311","2,389","3,599","5,457","6,614","3,647","1,609","139","1","29,132","29,132","1,240","1,805","1,580","1,874","2,870","4,604","6,432","4,393","3,683","637","14"
"경상남도 고성군 (4882000000)","50,348","50,348","1,974","4,030","3,568","3,196","5,959","8,855","10,580","6,869","4,532","774","11","25,307","25,307","981","2,201","2,095","1,755","3,253","4,906","5,357","3,176","1,444","138","1","25,041","25,041","993","1,829","1,473","1,441","2,706","3,949","5,223","3,693","3,088","636","10"
"경상남도 남해군 (4884000000)","41,473","41,473","1,434","2,698","2,788","2,259","4,076","6,806","8,821","6,540","5,053","984","14","20,138","20,138","746","1,479","1,730","1,192","2,143","3,733","4,413","2,969","1,552","181","0","21,335","21,335","688","1,219","1,058","1,067","1,933","3,073","4,408","3,571","3,501","803","14"
"경상남도 하동군 (4885000000)","42,310","42,310","1,456","2,548","2,709","2,349","4,214","7,666","9,659","6,230","4,624","843","12","21,188","21,188","750","1,377","1,621","1,281","2,354","4,213","5,106","2,875","1,445","165","1","21,122","21,122","706","1,171","1,088","1,068","1,860","3,453","4,553","3,355","3,179","678","11"
"경상남도 산청군 (4886000000)","33,936","33,936","1,097","1,942","2,083","1,825","3,129","6,028","8,057","5,187","3,936","638","14","16,820","16,820","571","1,061","1,191","1,015","1,701","3,320","4,206","2,427","1,210","115","3","17,116","17,116","526","881","892","810","1,428","2,708","3,851","2,760","2,726","523","11"
"경상남도 함양군 (4887000000)","37,582","37,582","1,530","2,752","2,604","2,265","3,916","6,537","7,885","5,306","4,128","646","13","18,203","18,203","770","1,446","1,486","1,180","2,089","3,535","3,996","2,319","1,260","122","0","19,379","19,379","760","1,306","1,118","1,085","1,827","3,002","3,889","2,987","2,868","524","13"
"경상남도 거창군 (4888000000)","60,231","60,231","3,201","5,668","5,390","4,534","7,172","10,024","11,178","6,994","5,225","826","19","29,576","29,576","1,656","3,088","3,170","2,392","3,600","5,233","5,592","3,028","1,632","184","1","30,655","30,655","1,545","2,580","2,220","2,142","3,572","4,791","5,586","3,966","3,593","642","18"
"경상남도 합천군 (4889000000)","41,857","41,857","1,324","2,203","2,553","2,156","3,750","6,894","9,686","6,862","5,616","793","20","20,363","20,363","684","1,158","1,478","1,216","2,090","3,875","5,034","3,005","1,668","153","2","21,494","21,494","640","1,045","1,075","940","1,660","3,019","4,652","3,857","3,948","640","18"
"제주특별자치도  (5000000000)","674,620","674,620","54,780","70,815","77,508","79,187","110,282","116,301","88,200","46,651","26,182","4,487","227","337,767","337,767","28,126","36,744","41,120","39,914","56,202","60,351","43,917","21,441","9,167","776","9","336,853","336,853","26,654","34,071","36,388","39,273","54,080","55,950","44,283","25,210","17,015","3,711","218"
"제주특별자치도 제주시 (5011000000)","490,735","490,735","41,120","53,103","59,512","60,373","81,004","83,700","60,759","31,072","16,922","3,018","152","245,148","245,148","21,105","27,514","31,330","30,597","40,959","42,888","30,125","14,217","5,893","515","5","245,587","245,587","20,015","25,589","28,182","29,776","40,045","40,812","30,634","16,855","11,029","2,503","147"
"제주특별자치도 서귀포시 (5013000000)","183,885","183,885","13,660","17,712","17,996","18,814","29,278","32,601","27,441","15,579","9,260","1,469","75","92,619","92,619","7,021","9,230","9,790","9,317","15,243","17,463","13,792","7,224","3,274","261","4","91,266","91,266","6,639","8,482","8,206","9,497","14,035","15,138","13,649","8,355","5,986","1,208","71"
